"","id","Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Positive_Review","Review_Total_Positive_Word_Counts","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"39738",39750,"Arbor City","GB","London",51.5166755,-0.0697897,"44","1600","11800","NULL","Solo traveler","Business trip","4",20170115,"200 day",0,0,2197,1,100,"Spain ","No Negative",0,"The hotel is in a fabulous location right on Brick Lane and close to two markets Great area ",20,8.9,8.3,53,404,0
"238541",238553,"DoubleTree by Hilton Hotel London Tower of London","GB","London",51.5108412,-0.0780581,"23","2200","13400","NULL","Couple","Leisure trip","2",20160616,"413 day",0,0,7491,0,21.4286,"United Kingdom ","Breakfast in the mornings the queue s were horrendous ",11,"Lovely shower",3,8.7,6.7,1,1936,0
"258069",258081,"Sydney House Chelsea","GB","London",51.4910062,-0.1717691,"10","825","17200","NULL","Solo traveler","Leisure trip","1",20150813,"721 day",0,0,585,1,100,"New Zealand ","No Negative",0,"Convenient location and welcoming staff ",7,8.7,9.2,7,144,0
"309041",309053,"Swiss tel Amsterdam","NL","Amsterdam",52.3735266,4.8933041,"83","3400","9500","Classic","Couple","Leisure trip","3",20170518,"77 days",0,0,2756,1,100,"Bahrain ","No Negative",0,"Comfortable bed nice linen tiday compact room and very clean ",12,8.5,9.6,2,451,1
"363815",363827,"Corus Hotel Hyde Park","GB","Paddington",51.5119446,-0.179939,"8","887","14800","Executive","Couple","Leisure trip","2",20160412,"478 day",0,0,2562,1,100,"United Kingdom ","No Negative",0,"We have stayed in the single rooms before and found the Executive Twin to be the better room for my sister and I it faced onto the road and park but we were not bothered by noise I agree some rooms have been small and need updating but for a short stay they are adaquate We were happy with the staff and facilities the food and organisation had improved a great deal since last year when I did complain about a member of staff and the evening meal my complaint was treated sympathetically at that time Our 2 night stay in March was our 5th visit and we choose to eat our evening meal in which was delicious and we will continue to use the hotel for future visits to London Lovely location bus around the corner staff who are willing to help with directions we were more than happy Thank you",153,7.6,10,4,452,0
"157682",157694,"H tel Gustave","FR","Paris",48.8502052,2.289043,"11","1100","16000","Classic","Couple","Leisure trip","2",20170608,"56 days",0,0,625,0,24.8,"United States of America ","There are not much options for food after hours so we opted for the room service We asked the front desk if a particular item had meat in it as we are vegetarian He said there was not When I bit into it there was pork The next morning we explained what happened to the front desk We were told that she had to tell management about the situation and they would contact us We were never contacted This was very disappointing especially since this little jar of food cost 16 euros ",94,"Great Property the front desk guy from Venezuela was amazing and made our stay great Walking distance to Eiffel Tower and Brasserie Lola Complimentary Coffee and snacks were great ",31,8.8,8.8,6,68,0
"141719",141731,"Blakemore Hyde Park","GB","London",51.5129736,-0.1837431,"18","868","13300","NULL","Couple","Leisure trip","1",20150920,"683 day",0,0,6596,1,58.5366,"United Kingdom ","Rooms need sound proofing as could hear every door open and close along the corridor ",17,"Location 5min walk to Hyde parkand 5 min bus journey to Oxford St Staff excellent and hotel clean and cab be recommended ",24,8.5,9.6,4,1198,1
"302576",302588,"Worldhotel Cristoforo Colombo","IT","Milan",45.4758842,9.205791,"66","1400","10200","NULL","Travelers with friends","Leisure trip","2",20170507,"88 days",0,0,2875,0,40,"China ","Nope ",3,"good",2,8.6,9.2,3,282,1
"290098",290110,"Crowne Plaza London Battersea","GB","London",51.4689559,-0.1787256,"9","273","14100","NULL","Solo traveler","Leisure trip","3",20151130,"612 day",0,0,1071,1,100,"Ireland ","No Negative",0,"All",2,8.8,10,1,301,1
"258769",258781,"Radisson Blu Edwardian Bloomsbury Street","GB","London",51.517608,-0.1276253,"37","5000","20800","NULL","Family with older children","Leisure trip","1",20160509,"451 day",0,0,1641,1,100,"United Kingdom ","No Negative",0,"Lovely hotel Close to tube station and Oxford street Very friendly helpful staff I would certainly stay at this hotel again ",23,8.6,9.2,1,392,1
"310615",310627,"Jaz Amsterdam","NL","Amsterdam Zuidoost",52.314371,4.9388064,"4","109","4000","NULL","Group","Leisure trip","2",20170114,"201 day",0,0,7108,1,83.3333,"Ireland ","wifi",2,"great choice of foods for breakfast really comfortable bed",10,8.9,9.6,5,514,0
"296925",296937,"Thistle Euston","GB","Fitzrovia",51.5291423,-0.1372782,"3","2200","20300","Executive","Couple","Leisure trip","1",20151103,"639 day",0,0,2474,0,33.3333,"United Kingdom ","supper was dreadful",4,"location",2,8.3,5,11,744,0
"76429",76441,"Pullman Paris Tour Eiffel","FR","Paris",48.8555664,2.2926243,"9","1300","17500","Superior","Couple","Leisure trip","3",20170525,"70 days",0,0,2764,0,12.2449,"United States of America ","Location close to the Eiffel tower within walking distance view from the bedroom window of the ET was spectacular especially in the evenings The staff were extremely helpful and all spoke English Breakfast was excellent Will definitely consider staying here again ",43,"Could not fault anything ",6,8.6,9.6,2,428,0
"417258",417270,"London Marriott Maida Vale","GB","London",51.5357597,-0.1902591,"10","391","10700","Deluxe","Couple","Leisure trip","4",20160907,"330 day",0,0,1042,1,57.1429,"Kuwait ","construction noises inside the hotel",6,"location friendly staff quite area easy transportation",8,8.1,9.2,23,278,0
"122933",122945,"Rosewood London","GB","London",51.5173303,-0.1180966,"30","2900","21900","Executive","Couple","Leisure trip","1",20160419,"471 day",0,0,1008,0,38.8889,"United Kingdom ","Very expensive But you pay for what you get ",11,"Amazing hotel very much a boutique",7,9.4,9.2,1,256,1
"406433",406445,"Rosa Grand Milano Starhotels Collezione","IT","Milan",45.4638223,9.1940273,"44","1700","10700","NULL","Couple","Leisure trip","4",20161217,"229 day",0,0,4000,0,32.1429,"Australia ","Couldn t sit up in bed headboard in back of head Too few English language options on TV",19,"Very helpful concierge Spotless room Perfect location ",9,8.6,8.8,2,563,1
"329795",329807,"Hotel Vueling Bcn by HC","ES","Barcelona",41.3831641,2.1604736,"24","3500","14000","NULL","Group","Leisure trip","3",20160410,"480 day",0,0,1696,1,100,"United Kingdom ","No Negative",0,"Great location for ramblas and also for start of marathon ",12,8.8,9.2,3,167,1
"371564",371576,"Hampshire Hotel The Manor Amsterdam","NL","Amsterdam",52.3591467,4.9263601,"23","498","7300","NULL","Solo traveler","Business trip","2",20160516,"444 day",0,0,1939,1,100,"Ireland ","No Negative",0,"Clean friendly and helpful staff",6,8.3,8.8,1,301,1
"144442",144454,"The Queens Gate Hotel","GB","London",51.4981225,-0.1799693,"7","818","14800","NULL","Couple","Leisure trip","2",20170610,"54 days",0,0,2516,1,100,"United Kingdom ","No Negative",0,"Upgraded as fully booked Extremely spacious room Very quiet even though the room was downstairs and at front of property The bed was very comfortable Toiletries were lovely ",30,8.2,9.6,5,524,0
"247329",247341,"Derby Alma","FR","Paris",48.8605031,2.3006606,"17","1900","21300","Classic","Couple","Leisure trip","1",20160708,"391 day",0,0,509,0,16.9811,"United States of America ","The fact I asked for a quite room and got a room on the 1st floor that had busy street noise Also housekeeper throw out a graduation booklets I want to share with other family members Breakfast wasn t worth 15 pounds ",44,"Not much it wasn t worth the money",9,8.9,4.2,1,74,1
"126894",126906,"Bentley London","GB","London",51.4928147,-0.1841753,"4","849","13300","NULL","Family with young children","Leisure trip","1",20170710,"24 days",0,0,486,1,70,"Hong Kong ","Bed size",3,"Helpful staffs reasonable price highly recommend",7,8.4,9.6,8,143,1
"457303",457315,"NH City Centre Amsterdam","NL","Amsterdam",52.3697554,4.8887815,"85","3700","9500","NULL","Couple","Leisure trip","2",20160902,"335 day",0,0,3417,1,100,"United States of America ","No Negative",0,"Location to main attractions",5,8.2,10,1,407,1
"470999",471011,"Art Hotel Navigli","IT","Milan",45.4501306,9.1696481,"22","1100","9900","NULL","Solo traveler","Leisure trip","2",20161113,"263 day",0,0,3636,1,76.4706,"Switzerland ","this is just an FYI 5euro city tax per night ",12,"the size of the room the size of the bathroom the breakfast the smooth check in the coffee and tea making facilities the toiletries the location the art around the hotel friendly staff hair drier in the bathroom",39,8.6,9.6,43,199,1
"232969",232981,"Gainsborough Hotel","GB","London",51.4948416,-0.1772056,"21","717","15500","Standard","Couple","Leisure trip","1",20160705,"394 day",0,0,1884,0,6.89655,"United Kingdom ","Upon arriving to the Hotel for My Fianc e Birthday A concert at Wembley The Hotel for the night then afternoon tea at the Ritz Firstly the room was filthy there was rust all over the tap which looked like blood there was no Cold water so he had to brush our teeth with Hot Water the shower basin filled up with water very quickly and I had to turn it off twice wait for the water to drain before switching it back on The headboard was loose the bed was really uncomfortable I never complain but I felt as if this room 20 was totally not satisfactory and was the worst hotel experience of my life The paint from the celling was also falling down and the meagre window had filthy blinds ",135,"The Entrance is okay and the location is decent",10,6.9,3.8,2,234,0
"416513",416525,"Barcel Sants","ES","Barcelona",41.3798964,2.1412433,"15","1200","12900","NULL","Solo traveler","Leisure trip","5",20170531,"64 days",0,0,4379,1,58.3333,"United Kingdom ","I thought 22 euros for breakfast was expensive ",10,"They had a bath in the an suite which was really nice ",14,8.6,9.6,1,420,1
"390293",390305,"Aloft London Excel","GB","London",51.5083719,0.0355768,"2","46","2400","NULL","Group","Leisure trip","1",20151212,"600 day",0,0,2332,1,100,"United Kingdom ","No Negative",0,"It s a lovely modern hotel My room was very comfortable with a lovely walk in shower Lovely restaurant although I only had time for breakfast there this time Would definitely stay there again ",36,8.7,10,1,694,1
"455485",455497,"Hilton London Canary Wharf","GB","London",51.5007324,-0.01655,"5","442","4300","NULL","Couple","Leisure trip","2",20151229,"583 day",0,0,3040,0,30.4348,"United Kingdom ","Breakfast was a bit chaotic on our second morning probably because it was very busy",16,"Well placed for travel throughout London",7,9,9.6,5,974,0
"304829",304841,"Mokinba Hotels King","IT","Milan",45.4656023,9.1778675,"28","1800","10500","Business","Group","Business trip","1",20160412,"478 day",0,0,1291,0,15.7143,"Singapore ","Rooms were awfully small No luggage rack and only 1 could be opened on the floor I had to put my luggage on the bed Although 2 pax only 1 big bath towel was in the room My colleague had a single room so small she can t even open her luggage Furthermore there was no window ",59,"Location was near to where we wanted to go ",11,7.3,5.4,4,100,1
"244615",244627,"Shaftesbury Metropolis London Hyde Park","GB","Paddington",51.5166887,-0.1706147,"20","708","17100","NULL","Group","NULL","3",20170327,"129 day",0,0,2867,0,44.4444,"Kuwait ","Breakfast price is high",5,"Location is good",4,7.7,8.8,1,636,1
"141882",141894,"Blakemore Hyde Park","GB","London",51.5129736,-0.1837431,"18","868","13300","NULL","Family with young children","Leisure trip","4",20170530,"65 days",0,0,6596,1,100,"Hong Kong ","No Negative",0,"Comfortable and valuable",4,8.5,8.8,11,1198,1
"188941",188953,"St George s Hotel Wembley","GB","London",51.5553678,-0.2864945,"3","566","2800","NULL","Couple","Leisure trip","1",20160611,"418 day",0,0,2274,1,60.4167,"United Kingdom ","One of the staff was a little challenging could have just been having a bad day though ",19,"Great room very spacious comfy bed and TV in the bath Breakfast was very tasty and the check in and out was very easy Location was excellent ",29,8.9,9.2,2,540,1
"211116",211128,"The Dorchester Dorchester Collection","GB","London",51.5074007,-0.1524593,"15","2000","19800","NULL","Couple","Leisure trip","2",20160821,"347 day",0,0,545,0,50,"Netherlands ","Elevators",2,"Everything",2,9.1,8.8,2,173,1
"1957",1969,"Apex Temple Court Hotel","GB","London",51.5137335,-0.1087512,"29","1700","21700","City","Couple","Leisure trip","1",20151012,"661 day",0,0,2619,1,100,"United Kingdom ","No Negative",0,"first class bed",4,9.2,8.8,1,639,0
"226035",226047,"Clayton Hotel Chiswick","GB","London",51.4924184,-0.2784701,"3","121","3100","NULL","Couple","Leisure trip","1",20160726,"373 day",0,0,1944,0,7.14286,"United Kingdom ","Reception at check in and check out was an unnecessary chore Took ages staff trying to multitask with phone calls while dealing with guests was very frustrating Reception desk didn t seem big enough for a hotel of this size No water bottles in the room was a surprise also ",52,"Bed was excellent",4,8.5,6.3,1,562,1
